Name,Lifetime,Nationality,Notable.as,Orientation,Sex,Era,Name.old,Partners,Link
 Cristobal Balenciaga,1885-1972,Spanish,Fashion designer,G,M,AD,Cristóbal Balenciaga,NA,https://en.wikipedia.org/wiki/Cristobal_Balenciaga
 Alan Ball,1957,American,Screenwriter,G,M,AD,Alan Ball,NA,https://en.wikipedia.org/wiki/Alan_Ball
 Amy Balliett,1982,American,LGBT rights activist,L,F,AD,Amy Balliett,NA,https://en.wikipedia.org/wiki/Amy_Balliett
 Ann Bancroft,1955,American,First woman to reach the North Pole,L,F,AD,Ann Bancroft,NA,https://en.wikipedia.org/wiki/Ann_Bancroft
 Herman Bang,1857-1912,Danish,Writer,G,M,AD,Herman Bang,NA,https://en.wikipedia.org/wiki/Herman_Bang
 Tallulah Bankhead,1902-1968,American,Actress,B,F,AD,Tallulah Bankhead,NA,https://en.wikipedia.org/wiki/Tallulah_Bankhead
 Azealia Banks,1991,American,Musician,B,F,AD,Azealia Banks,NA,https://en.wikipedia.org/wiki/Azealia_Banks
 Briana Banks,1978,American,Porn star,B,F,AD,Briana Banks,NA,https://en.wikipedia.org/wiki/Briana_Banks
 Christopher Banks,1977,New Zealander,"Music producer, journalist",G,M,AD,Christopher Banks,NA,https://en.wikipedia.org/wiki/Christopher_Banks
 Kaushalya Bannerji,�,Canadian,Poet,L,F,AD,Kaushalya Bannerji,NA,https://en.wikipedia.org/wiki/Kaushalya_Bannerji
 Ann Bannon,1932,American,Author,L,F,AD,Ann Bannon,NA,https://en.wikipedia.org/wiki/Ann_Bannon
 Patricia Barber,1956,American,Jazz musician,L,F,AD,Patricia Barber,NA,https://en.wikipedia.org/wiki/Patricia_Barber
 Samuel Barber,1910-1981,American,Classical music composer,G,M,AD,Samuel Barber,NA,https://en.wikipedia.org/wiki/Samuel_Barber
 Jillian Barberie,1966,American,Television host,B,F,AD,Jillian Barberie,NA,https://en.wikipedia.org/wiki/Jillian_Barberie
 Paris Barclay,1956,American,Television director,G,M,AD,Paris Barclay,NA,https://en.wikipedia.org/wiki/Paris_Barclay
 Alexander Bard,1961,Swedish,Pop musician,B,M,AD,Alexander Bard,NA,https://en.wikipedia.org/wiki/Alexander_Bard
 Jean Pierre Barda,1967,Swedish,"Musician, actor",B,M,AD,Jean-Pierre Barda,NA,0
 Clive Barker,1952,British,"Author, film director",G,M,AD,Clive Barker,NA,https://en.wikipedia.org/wiki/Clive_Barker
 Gregory Barker,1966,British,Politician,G,M,AD,Gregory Barker,NA,https://en.wikipedia.org/wiki/Gregory_Barker
 R H Barlow,1918-1951,American,"Writer, anthropologist",G,M,AD,R. H. Barlow,NA,https://en.wikipedia.org/wiki/R_H_Barlow
 Djuna Barnes,1892-1982,American,Writer,B,M,AD,Djuna Barnes,NA,https://en.wikipedia.org/wiki/Djuna_Barnes
 Fred Barnes,1885-1938,British,Entertainer,G,M,AD,Fred Barnes,NA,https://en.wikipedia.org/wiki/Fred_Barnes
 Hazel Barnes,1915-2008,American,Philosopher,L,F,AD,Hazel Barnes,NA,https://en.wikipedia.org/wiki/Hazel_Barnes
 Micah Barnes,1960,Canadian,Pop musician,G,M,AD,Micah Barnes,NA,https://en.wikipedia.org/wiki/Micah_Barnes
 Rev Paul Barnes,1954,American,Clergy,G,M,AD,Rev. Paul Barnes,NA,0
 Richard Barnes,1947,British,Politician,G,M,AD,Richard Barnes,NA,https://en.wikipedia.org/wiki/Richard_Barnes
 James Barnett,1986,American,Activist,G,M,AD,James Barnett,NA,https://en.wikipedia.org/wiki/James_Barnett
 Lisa A Barnett,1958-2006,American,Science Fiction and fantasy writer,L,F,AD,Lisa A. Barnett,NA,0
 Tim Barnett,1958,New Zealander,Member of the Parliament of New Zealand,G,M,AD,Tim Barnett,NA,https://en.wikipedia.org/wiki/Tim_Barnett
 Natalie Clifford Barney,1876-1972,American,Writer,L,F,AD,Natalie Clifford Barney,NA,https://en.wikipedia.org/wiki/Natalie_Clifford_Barney
 Frank A Barnhart,�,American,"Actor, producer, director",G,M,AD,Frank A. Barnhart,NA,0
 Andrew Barr,1973,Australian,Politician,G,M,AD,Andrew Barr,NA,https://en.wikipedia.org/wiki/Andrew_Barr
 Jean Barraque,1928-1973,French,Classical music composer,G,M,AD,Jean Barraqué,NA,https://en.wikipedia.org/wiki/Jean_Barraque
 Amanda Barrett,1979,American,Pop musician,L,F,AD,Amanda Barrett,NA,https://en.wikipedia.org/wiki/Amanda_Barrett
 Amanda Barrie,1935,British,Actress,B,F,AD,Amanda Barrie,NA,https://en.wikipedia.org/wiki/Amanda_Barrie
 John Barrowman,1967,British,Actor,G,M,AD,John Barrowman,NA,https://en.wikipedia.org/wiki/John_Barrowman
 Drew Barrymore,1975,American,Actress,B,F,AD,Drew Barrymore,NA,https://en.wikipedia.org/wiki/Drew_Barrymore
 Michael Barrymore,1952,British,Entertainer,G,M,AD,Michael Barrymore,NA,https://en.wikipedia.org/wiki/Michael_Barrymore
 Richmond Barthe,1901-1989,American,Sculptor,G,M,AD,Richmond Barthé,NA,https://en.wikipedia.org/wiki/Richmond_Barthe
 Paul Bartel,1938-2000,American,"Actor, writer, director",G,M,AD,Paul Bartel,NA,https://en.wikipedia.org/wiki/Paul_Bartel
 Roland Barthes,1915-1980,French,Literary theorist,G,M,AD,Roland Barthes,NA,https://en.wikipedia.org/wiki/Roland_Barthes
 Chris Bartlett,1966,American,Activist,G,M,AD,Chris Bartlett,NA,https://en.wikipedia.org/wiki/Chris_Bartlett
 Neil Bartlett,1958,British,Playwright,G,M,AD,Neil Bartlett,NA,https://en.wikipedia.org/wiki/Neil_Bartlett
 Jason Bartlett,�,American,Politician,G,M,AD,Jason Bartlett,NA,https://en.wikipedia.org/wiki/Jason_Bartlett
 Lance Bass,1979,American,Pop musician,G,M,AD,Lance Bass,NA,https://en.wikipedia.org/wiki/Lance_Bass
 Bruce Bastian,1948,American,Businessman,G,M,AD,Bruce Bastian,NA,https://en.wikipedia.org/wiki/Bruce_Bastian
 Alan Bates,1934-2003,British,Actor,B,M,AD,Alan Bates,NA,https://en.wikipedia.org/wiki/Alan_Bates
 Katharine Lee Bates,1859-1929,American,Songwriter,L,F,AD,Katharine Lee Bates,NA,https://en.wikipedia.org/wiki/Katharine_Lee_Bates
 Baton Bob,�,American,Performance artist,G,M,AD,Baton Bob,NA,https://en.wikipedia.org/wiki/Baton_Bob
 Bryan Batt,1963,American,Actor,G,M,AD,Bryan Batt,NA,https://en.wikipedia.org/wiki/Bryan_Batt
 Deborah Batts,1947,American,Federal District Judge,L,F,AD,Deborah Batts,NA,https://en.wikipedia.org/wiki/Deborah_Batts
 Robert Bauman,1937,American,Politician,G,M,AD,Robert Bauman,NA,https://en.wikipedia.org/wiki/Robert_Bauman
 Bruce Bawer,1956,American,Writer,G,M,AD,Bruce Bawer,NA,https://en.wikipedia.org/wiki/Bruce_Bawer
 Betty Baxter,1952,Canadian,"Politician, athlete",L,F,AD,Betty Baxter,NA,https://en.wikipedia.org/wiki/Betty_Baxter
 Meredith Baxter,1947,American,Actress,L,F,AD,Meredith Baxter,NA,https://en.wikipedia.org/wiki/Meredith_Baxter
 Howard Bayless,1965,American,Politician,G,M,AD,Howard Bayless,NA,https://en.wikipedia.org/wiki/Howard_Bayless
 Jaime Bayly,1965,Peruvian,Writer,B,F,AD,Jaime Bayly,NA,https://en.wikipedia.org/wiki/Jaime_Bayly
 Gary Beach,1947,American,Actor,G,M,AD,Gary Beach,NA,https://en.wikipedia.org/wiki/Gary_Beach
 Rikki Beadle Blair,1962,British,"Actor, writer",G,M,AD,Rikki Beadle-Blair,NA,https://en.wikipedia.org/wiki/Rikki_Beadle_Blair
 Simon Russell Beale,1961,British,Actor,G,M,AD,Simon Russell Beale,NA,https://en.wikipedia.org/wiki/Simon_Russell_Beale
 Billy Bean,1964,American,Baseball player,G,M,AD,Billy Bean,NA,https://en.wikipedia.org/wiki/Billy_Bean
 James Beard,1903-1985,American,Chef and food writer,G,M,AD,James Beard,NA,https://en.wikipedia.org/wiki/James_Beard
 Amanda Bearse,1958,American,"Actress, director",L,F,AD,Amanda Bearse,NA,https://en.wikipedia.org/wiki/Amanda_Bearse
 Cecil Beaton,1904-1980,British,Photographer,G,M,AD,Cecil Beaton,NA,https://en.wikipedia.org/wiki/Cecil_Beaton
 Bianca Beauchamp,1977,Canadian,Adult model,B,F,AD,Bianca Beauchamp,NA,https://en.wikipedia.org/wiki/Bianca_Beauchamp
 William Lygon 7th Earl Beauchamp,1872-1938,British,"Peer of the Realm, Liberal politician, Lord Warden of the Cinque Ports",B,M,AD,"William Lygon, 7th Earl Beauchamp",NA,0
 Edward Douglas Scott Montagu 3rd Baron of Beaulieu,1926-2015,British,"Peer of the Realm, Conservative politician, founder of National Motor Museum",B,M,AD,"Edward Douglas-Scott-Montagu, 3rd Baron Montagu of Beaulieu",NA,0
 Binkie Beaumont,1908-1973,British,"Theatre manager, producer",G,M,AD,Binkie Beaumont,NA,https://en.wikipedia.org/wiki/Binkie_Beaumont
 Simone de Beauvoir,1908-1986,French,"Author, philosopher",B,F,AD,Simone de Beauvoir,NA,https://en.wikipedia.org/wiki/Simone_de_Beauvoir
 Alison Bechdel,1960,American,Cartoonist,L,F,AD,Alison Bechdel,NA,https://en.wikipedia.org/wiki/Alison_Bechdel
 Martha Beck,1962,American,Sociologist and life coach,L,F,AD,Martha Beck,NA,https://en.wikipedia.org/wiki/Martha_Beck
 Volker Beck,1960,German,Politician,G,M,AD,Volker Beck,NA,https://en.wikipedia.org/wiki/Volker_Beck
 Albrecht Becker,1906-2002,German,Photographer,G,M,AD,Albrecht Becker,NA,https://en.wikipedia.org/wiki/Albrecht_Becker
 Antoine Bedard,1978,Canadian,Musician,G,M,AD,Antoine Bédard,NA,https://en.wikipedia.org/wiki/Antoine_Bedard
 Sybille Bedford,1911-2006,British,Writer,B,F,AD,Sybille Bedford,NA,https://en.wikipedia.org/wiki/Sybille_Bedford
 Lucius Beebe,1902-1966,American,"Photographer, railroad historian",G,M,AD,Lucius Beebe,NA,https://en.wikipedia.org/wiki/Lucius_Beebe
 Vicky Beeching,1979,British,Musician and religious commentator,L,F,AD,Vicky Beeching,NA,https://en.wikipedia.org/wiki/Vicky_Beeching
 Eve Beglarian,1958,American,Contemporary classical music performer-composer,L,F,AD,Eve Beglarian,NA,https://en.wikipedia.org/wiki/Eve_Beglarian
 Chad Beguelin,1969,American,Playwright and lyricist,G,M,AD,Chad Beguelin,NA,https://en.wikipedia.org/wiki/Chad_Beguelin
 Brendan Behan,1923-1964,Irish,"Author, poet, playwright",G,M,AD,Brendan Behan,NA,https://en.wikipedia.org/wiki/Brendan_Behan
 Aphra Behn,1640-1689,English,Writer,B,F,AD,Aphra Behn,NA,https://en.wikipedia.org/wiki/Aphra_Behn
 Frieda Belinfante,1904-1995,Dutch,"Classical musician and conductor, member of the Dutch resistance",L,F,AD,Frieda Belinfante,NA,https://en.wikipedia.org/wiki/Frieda_Belinfante
 Andy Bell,1964,British,Pop musician (Erasure),G,M,AD,Andy Bell,NA,https://en.wikipedia.org/wiki/Andy_Bell
 Arthur Bell,1939-1984,American,Journalist (Village Voice); founding member of the Gay Activists Alliance,G,M,AD,Arthur Bell,NA,https://en.wikipedia.org/wiki/Arthur_Bell
 Simone Bell,�,American,Politician,L,F,AD,Simone Bell,NA,https://en.wikipedia.org/wiki/Simone_Bell
 Jason Bellini,1975,American,Journalist,G,M,AD,Jason Bellini,NA,https://en.wikipedia.org/wiki/Jason_Bellini
 Paul Bellini,1963,Canadian,Comedy writer,G,M,AD,Paul Bellini,NA,https://en.wikipedia.org/wiki/Paul_Bellini
 Linda Bellos,1950,British,"Black and LGBT activist, former London politician",L,F,AD,Linda Bellos,NA,https://en.wikipedia.org/wiki/Linda_Bellos
 Sotiria Bellou,1921-1997,Greek,Rebetiko musician,L,F,AD,Sotiria Bellou,NA,https://en.wikipedia.org/wiki/Sotiria_Bellou
 Birgitt Bender,1956,German,Politician,L,F,AD,Birgitt Bender,NA,https://en.wikipedia.org/wiki/Birgitt_Bender
 Bruce Benderson,1946,American,Writer,G,M,AD,Bruce Benderson,NA,https://en.wikipedia.org/wiki/Bruce_Benderson
 George Benjamin,1960,British,Composer,G,M,AD,George Benjamin,NA,https://en.wikipedia.org/wiki/George_Benjamin
 Alan Bennett,1934,British,"Author, actor",G,M,AD,Alan Bennett,NA,https://en.wikipedia.org/wiki/Alan_Bennett
 Brea Bennett,1987,American,Porn star,B,F,AD,Brea Bennett,NA,https://en.wikipedia.org/wiki/Brea_Bennett
 Bryce Bennett,1984,American,Politician,G,M,AD,Bryce Bennett,NA,https://en.wikipedia.org/wiki/Bryce_Bennett
 Jill Bennett,1975,American,Actress,L,F,AD,Jill Bennett,NA,https://en.wikipedia.org/wiki/Jill_Bennett
 Michael Bennett,1943-1987,American,"Creator, director, and choreographer of A Chorus Line",G,M,AD,Michael Bennett,NA,https://en.wikipedia.org/wiki/Michael_Bennett
 Trevor Bentham,1943,British,"Screenwriter, partner of actor Nigel Hawthorne",G,M,AD,Trevor Bentham,NA,https://en.wikipedia.org/wiki/Trevor_Bentham
 Gladys Bentley,1907-1960,American,Blues musician,L,F,AD,Gladys Bentley,NA,https://en.wikipedia.org/wiki/Gladys_Bentley
 Anita Berber,1899-1928,German,"Dancer, actress",B,F,AD,Anita Berber,NA,https://en.wikipedia.org/wiki/Anita_Berber
 A Scott Berg,1949,American,Writer,G,M,AD,A. Scott Berg,NA,https://en.wikipedia.org/wiki/A_Scott_Berg
 Marianne Berg,1954,Swedish,Politician,L,F,AD,Marianne Berg,NA,https://en.wikipedia.org/wiki/Marianne_Berg
 Helmut Berger,1944,Austrian,Actor,B,M,AD,Helmut Berger,NA,https://en.wikipedia.org/wiki/Helmut_Berger
 Cyrano de Bergerac,1619-1655,French,French dramatist and duelist,G,M,AD,Cyrano de Bergerac,NA,https://en.wikipedia.org/wiki/Cyrano_de_Bergerac
 David Bergman,1950,American,Writer,G,M,AD,David Bergman,NA,https://en.wikipedia.org/wiki/David_Bergman
 Kajsa Bergqvist,1976,Swedish,High Jumper,B,M,AD,Kajsa Bergqvist,NA,https://en.wikipedia.org/wiki/Kajsa_Bergqvist
 Humphry Berkeley,1926-1994,British,Politician,G,M,AD,Humphry Berkeley,NA,https://en.wikipedia.org/wiki/Humphry_Berkeley
 Nate Berkus,1971,American,Interior designer,G,M,AD,Nate Berkus,NA,https://en.wikipedia.org/wiki/Nate_Berkus
 Greg Berlanti,1972,American,Television writer and producer,G,M,AD,Greg Berlanti,NA,https://en.wikipedia.org/wiki/Greg_Berlanti
 Josh Berman,1970,American,"Television writer, producer",G,M,AD,Josh Berman,NA,https://en.wikipedia.org/wiki/Josh_Berman
 Rodney Berman,1969,Scottish,Politician,G,M,AD,Rodney Berman,NA,https://en.wikipedia.org/wiki/Rodney_Berman
 Sandra Bernhard,1955,American,Comedian,B,F,AD,Sandra Bernhard,NA,https://en.wikipedia.org/wiki/Sandra_Bernhard
 Leonard Bernstein,1918-1990,American,Classical music conductor and composer,B,M,AD,Leonard Bernstein,NA,https://en.wikipedia.org/wiki/Leonard_Bernstein
 Samuel Bernstein,1970,American,Writer,G,M,AD,Samuel Bernstein,NA,https://en.wikipedia.org/wiki/Samuel_Bernstein
 Michael Berresse,1964,American,"Actor, choreographer",G,M,AD,Michael Berresse,NA,https://en.wikipedia.org/wiki/Michael_Berresse
 Al Berto,1948-1997,Portuguese,Artist,G,M,AD,Al Berto,NA,https://en.wikipedia.org/wiki/Al_Berto
 Betty Berzon,1928-2006,American,"Author, psychotherapist",L,F,AD,Betty Berzon,NA,https://en.wikipedia.org/wiki/Betty_Berzon
 Sarah Bettens,1972,Belgian,Rock musician (K's Choice),L,F,AD,Sarah Bettens,NA,https://en.wikipedia.org/wiki/Sarah_Bettens
 Clive Betts,1950,British,Politician,G,M,AD,Clive Betts,NA,https://en.wikipedia.org/wiki/Clive_Betts
 Ole von Beust,1955,German,Politician,G,M,AD,Ole von Beust,NA,https://en.wikipedia.org/wiki/Ole_von_Beust
 Thomas Bezucha,1964,American,"Screenwriter, director",G,M,AD,Thomas Bezucha,NA,https://en.wikipedia.org/wiki/Thomas_Bezucha
 Stephen Bicknell,1957-2007,English,Organ builder,G,M,AD,Stephen Bicknell,NA,https://en.wikipedia.org/wiki/Stephen_Bicknell
 Thom Bierdz,1962,American,Actor,G,M,AD,Thom Bierdz,NA,https://en.wikipedia.org/wiki/Thom_Bierdz
 Christopher Biggins,1948,English,Television and pantomime actor,G,M,AD,Christopher Biggins,NA,https://en.wikipedia.org/wiki/Christopher_Biggins
 Tobias Billstrom,1973,Swedish,Politician,B,M,AD,Tobias Billström,NA,https://en.wikipedia.org/wiki/Tobias_Billstrom
 Mark Bingham,1970-2001,American,"Entrepreneur, victim of 11 September 2001 attacks",G,M,AD,Mark Bingham,NA,https://en.wikipedia.org/wiki/Mark_Bingham
 Alfred Biolek,1934,German,"Actor, producer",G,M,AD,Alfred Biolek,NA,https://en.wikipedia.org/wiki/Alfred_Biolek
 Elizabeth Birch,1956,American,"LGBT rights activist, attorney",L,F,AD,Elizabeth Birch,NA,https://en.wikipedia.org/wiki/Elizabeth_Birch
 Joan E Biren,1944,American,"Photographer, documentarian",L,F,AD,Joan E. Biren,NA,0
 Jon a Birgisson,1975,Icelandic,Rock musician (Sigur Rós),G,M,AD,Jón Þór Birgisson,NA,0
 Chester Biscardi,1948,American,"Contemporary classical composer, academic",G,M,AD,Chester Biscardi,NA,https://en.wikipedia.org/wiki/Chester_Biscardi
 Elizabeth Bishop,1911-1979,American,"Writer, poet",L,F,AD,Elizabeth Bishop,NA,https://en.wikipedia.org/wiki/Elizabeth_Bishop
 Heather Bishop,1949,Canadian,Children's music performer-composer,L,F,AD,Heather Bishop,NA,https://en.wikipedia.org/wiki/Heather_Bishop
 Michael Bishop,1942,English,Business executive,G,M,AD,Michael Bishop,NA,https://en.wikipedia.org/wiki/Michael_Bishop
 Jackie Biskupski,1966,American,Politician,L,F,AD,Jackie Biskupski,NA,https://en.wikipedia.org/wiki/Jackie_Biskupski
 Bill Bissett,1939,Canadian,Poet,G,M,AD,Bill Bissett,NA,https://en.wikipedia.org/wiki/Bill_Bissett
 Dustin Lance Black,1974,American,Screenwriter,G,M,AD,Dustin Lance Black,NA,https://en.wikipedia.org/wiki/Dustin_Lance_Black
 Victor Blackwell,1981,American,Journalist,G,M,AD,Victor Blackwell,NA,https://en.wikipedia.org/wiki/Victor_Blackwell
 Raymond Blain,1951-1992,Canadian,Politician,G,M,AD,Raymond Blain,NA,https://en.wikipedia.org/wiki/Raymond_Blain
 Marie Claire Blais,1939,Canadian,"Author, playwright",L,F,AD,Marie-Claire Blais,NA,https://en.wikipedia.org/wiki/Marie_Claire_Blais
 Doug Blasdell,1963-2007,American,"Personal trainer, reality show star",G,M,AD,Doug Blasdell,NA,https://en.wikipedia.org/wiki/Doug_Blasdell
 Ross Bleckner,1949,American,Artist,G,M,AD,Ross Bleckner,NA,https://en.wikipedia.org/wiki/Ross_Bleckner
 Sebastian Bleisch,1957,German,"Writer, porn director",G,M,AD,Sebastian Bleisch,NA,https://en.wikipedia.org/wiki/Sebastian_Bleisch
 Larry Bliss,1946,American,Politician,G,M,AD,Larry Bliss,NA,https://en.wikipedia.org/wiki/Larry_Bliss
 Marc Blitzstein,1905-1964,American,20th century classical composer,G,M,AD,Marc Blitzstein,NA,https://en.wikipedia.org/wiki/Marc_Blitzstein
 Anthony Blond,1928-2008,English,"Publisher, author",G,M,AD,Anthony Blond,NA,https://en.wikipedia.org/wiki/Anthony_Blond
 Allan Bloom,1930-1992,American,Philosopher,G,M,AD,Allan Bloom,NA,https://en.wikipedia.org/wiki/Allan_Bloom
 Amy Bloom,1953,American,Writer,L,F,AD,Amy Bloom,NA,https://en.wikipedia.org/wiki/Amy_Bloom
 Lionel Blue,1930,English,"First openly gay rabbi in the UK, broadcaster",G,M,AD,Lionel Blue,NA,https://en.wikipedia.org/wiki/Lionel_Blue
 Anthony Blunt,1907-1983,English,"Art historian, spy",G,M,AD,Anthony Blunt,NA,https://en.wikipedia.org/wiki/Anthony_Blunt
 Konrad Boehmer,1941-2014,Dutch,Contemporary classical composer,G,M,AD,Konrad Boehmer,NA,https://en.wikipedia.org/wiki/Konrad_Boehmer
 Dirk Bogarde,1921-1999,English,Actor,G,M,AD,Dirk Bogarde,NA,https://en.wikipedia.org/wiki/Dirk_Bogarde
 Alexandru Bogdan Pite �yti,1870-1922,Romanian,"Symbolist poet, essayist, and art and literary critic",G,M,AD,Alexandru Bogdan-Piteşti,NA,0
 David Bohnett,1956,American,Entrepreneur,G,M,AD,David Bohnett,NA,https://en.wikipedia.org/wiki/David_Bohnett
 Andre Boisclair,1966,Canadian,Politician,G,M,AD,André Boisclair,NA,https://en.wikipedia.org/wiki/Andre_Boisclair
 Brian Boitano,1963,American,Figure skater,G,M,AD,Brian Boitano,NA,https://en.wikipedia.org/wiki/Brian_Boitano
 Nicholas Boles,1965,English,Politician,G,M,AD,Nicholas Boles,NA,https://en.wikipedia.org/wiki/Nicholas_Boles
 Ray Boltz,1953,American,Singer-songwriter,G,M,AD,Ray Boltz,NA,https://en.wikipedia.org/wiki/Ray_Boltz
 Matt Bomer,1977,American,Actor,G,M,AD,Matt Bomer,NA,https://en.wikipedia.org/wiki/Matt_Bomer
 Cris Bonacci,1966,Australian,"Rock musician, producer",L,F,AD,Cris Bonacci,NA,https://en.wikipedia.org/wiki/Cris_Bonacci
 Klaus Bondam,1963,Danish,"Actor, politician",G,M,AD,Klaus Bondam,NA,https://en.wikipedia.org/wiki/Klaus_Bondam
 Rosa Bonheur,1822-1899,French,"Painter, sculptor",L,F,AD,Rosa Bonheur,NA,https://en.wikipedia.org/wiki/Rosa_Bonheur
 William Bonin,1947-1996,American,Serial killer,G,M,AD,William Bonin,NA,https://en.wikipedia.org/wiki/William_Bonin
 Abel Bonnard,1883-1968,French,Writer,G,M,AD,Abel Bonnard,NA,https://en.wikipedia.org/wiki/Abel_Bonnard
 Gillian Bonner,1966,American,Model,B,F,AD,Gillian Bonner,NA,https://en.wikipedia.org/wiki/Gillian_Bonner
 Mel Boozer,1946-1987,American,LGBT-rights activist,G,M,AD,Mel Boozer,NA,https://en.wikipedia.org/wiki/Mel_Boozer
 Jobriath Boone,1946-1983,American,"Musician, Actor",G,M,AD,Jobriath Boone,NA,https://en.wikipedia.org/wiki/Jobriath_Boone
 Lizzie Borden,1958,American,Filmmaker,B,F,AD,Lizzie Borden,NA,https://en.wikipedia.org/wiki/Lizzie_Borden
 Walter Borden,1942,Canadian,"Actor, playwright",G,M,AD,Walter Borden,NA,https://en.wikipedia.org/wiki/Walter_Borden
 Barrie Jean Borich,�,American,Writer,L,F,AD,Barrie Jean Borich,NA,https://en.wikipedia.org/wiki/Barrie_Jean_Borich
 Trevor Boris,1978,Canadian,Comedian,G,M,AD,Trevor Boris,NA,https://en.wikipedia.org/wiki/Trevor_Boris
 David Borrow,1962,English,Politician,G,M,AD,David Borrow,NA,https://en.wikipedia.org/wiki/David_Borrow
 Francisco Bosch,1982,Spanish,"Actor, dancer",G,M,AD,Francisco Bosch,NA,https://en.wikipedia.org/wiki/Francisco_Bosch
 Joshua Boschee,�,American,Politician,G,M,AD,Joshua Boschee,NA,https://en.wikipedia.org/wiki/Joshua_Boschee
 John Boswell,1947-1994,American,Historian,G,M,AD,John Boswell,NA,https://en.wikipedia.org/wiki/John_Boswell
 Roddy Bottum,1963,American,"Rock musician (Imperial Teen, Faith No More)",G,M,AD,Roddy Bottum,NA,https://en.wikipedia.org/wiki/Roddy_Bottum
 Charles Karel Bouley,1962,American,"Radio personality, writer",G,M,AD,Charles Karel Bouley,NA,https://en.wikipedia.org/wiki/Charles_Karel_Bouley
 Nina Bouraoui,1967,French,Author,L,F,AD,Nina Bouraoui,NA,https://en.wikipedia.org/wiki/Nina_Bouraoui
 Matthew Bourne,1960,English,Choreographer,G,M,AD,Matthew Bourne,NA,https://en.wikipedia.org/wiki/Matthew_Bourne
 Adam Bouska,1983,American,Photographer,G,M,AD,Adam Bouska,NA,https://en.wikipedia.org/wiki/Adam_Bouska
 Jeff Bowen,1971,American,Actor,G,M,AD,Jeff Bowen,NA,https://en.wikipedia.org/wiki/Jeff_Bowen
 Leigh Bowery,1961-1994,Australian,Performance artist,B,F,AD,Leigh Bowery,NA,https://en.wikipedia.org/wiki/Leigh_Bowery
 Angie Bowie,1950,American,Model,B,F,AD,Angie Bowie,NA,https://en.wikipedia.org/wiki/Angie_Bowie
 David Bowie,1947-2016,British,Musician,B,M,AD,David Bowie,NA,https://en.wikipedia.org/wiki/David_Bowie
